種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
Androidスマートフォン,Galaxy Note9 SC-01L,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC01LOMU1CTB3,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Note20 Ultra 5G SC-53A,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC53AOMU1ATL2,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy S10 SC-03L,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC03LOMU1BTB2,,,,,"データ通信・通話　：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/5/25,,
Androidスマートフォン,Galaxy S10+ SC-04L,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC03LOMU1BTB2,,,,,"データ通信・通話　：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/5/25,,
Androidスマートフォン,Galaxy S20 5G SC-51A,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SC51AOMU1ATE6,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/15,,
Androidスマートフォン,Galaxy S20 Ultra 5G SC-53A,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SC53AOMU1ATL2,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy S20+ 5G SC-52A,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　11　/　RP1A.200720.012.SC52AOMU1BTL3,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/15,,
Androidスマートフォン,Galaxy S21 5G SC-51B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/ RP1A.200720.012.SC51BOMU1AUG1,,,,,,2021/8/27,,
Androidスマートフォン,Galaxy S21 Ultra 5G SC-52B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/ RP1A.200720.012.SC52BOMU1AUG1,,,,,,2021/8/27,,
Androidスマートフォン,Galaxy S22 SC-51C,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SC51COMU1AVC7,,,,,,2022/6/30,,
Androidスマートフォン,Galaxy S22 Ultra SC-52C,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SC52COMU1AVC6,,,,,,2022/6/30,,
Androidスマートフォン,Galaxy S23 SC-51D,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,〇,△,△,△,,Android 13 / TP1A.220624.014.SC51DOMU1AWC3,,,,,2024/3/7　エグゼ要望にてAPN自動設定項目修正。RM Lab検証済み,2024/3/7,,
Androidスマートフォン,Galaxy S23 Ultra SC-52D,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,〇,△,△,△,,Android 13 / TP1A.220624.014.SC52DOMU1AWC3,,,,,2024/3/7　エグゼ要望にてAPN自動設定項目修正。RM Lab検証済み,2024/3/7,,
Androidスマートフォン,Galaxy S7 edge SC-02H,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　R16NW.SC02HOMU1CSI1,,,,,,2020/8/3,,
Androidスマートフォン,Galaxy S8 SC-02J,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SC02JOMU1CSL1,,,,,,2020/7/13,,
Androidスマートフォン,Galaxy S8+ SC-03J,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SC03JOMU1CSL1,,,,,,2020/7/13,,
Androidスマートフォン,Galaxy S9 SC-02K,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC02KOMU1CTB3,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy S9+ SC-03K,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC03KOMU1CTB3,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Z Flip3 5G SC-54B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SC54BOMU1BVA7,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2022/3/29,,
Androidスマートフォン,Galaxy Z Flip4 SC-54C,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP2A.220305.013.SC54COMU1AVI2,,,,,,2022/12/14,,
Androidスマートフォン,Galaxy Z Flip5 SC-54D,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SC54DOMS1AWI1,,,,,,2023/12/11,,
Androidスマートフォン,Galaxy Z Fold3 5G SC-55B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SC55BOMU1BVA7,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2022/3/29,,
Androidスマートフォン,Galaxy Z Fold4 SC-55C,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP2A.220305.013.SC55COMU1AVI2,,,,,,2022/12/14,,
Androidスマートフォン,Galaxy Z Fold5 SC-55D,Samsung,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SC55DOMS1AWI1,,,,,,2023/12/11,,
Androidスマートフォン,Galaxy A20 SCV46,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SCV46KDU1ATC3,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy A21 シンプル SCV49,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / RP1A.200720.012.SCV49KDU1BUK1,,,,,,2022/1/12,,
Androidスマートフォン,Galaxy A30 SCV43,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV43KDU1BTD1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy A32 5G SCG08,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / RP1A.200720.012.SCG08KDU1AUD1,,,,,5Gのアンテナピクトが表示されるが、youtubeアプリを立ち上げて動画を再生しようとしても読み込み中のまま進まず20秒程度で電波なしの状態となり、ネットワーク接続不可。優先ネットワークを「4G/3G(自動接続)」にして機内モードをON→OFFにすれば4Gアンテナピクトが表示されネットワークに接続できるが、優先ネットワークを変更しなければ5Ｇエリアでは4Ｇの電波を捕捉しない。,2021/6/18,,
Androidスマートフォン,Galaxy A41 SCV48,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV48KDU1ATL2,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/5,,
Androidスマートフォン,Galaxy A51 5G SCG07,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCG07KDU1ATL1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy A53 5G SCG15,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SCG15KDU1AVD4,,,,,,2022/6/30,,
Androidスマートフォン,Galaxy A54 5G SCG21,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SCG21KDU1AWD4,,,,,,2023/7/6,,
Androidスマートフォン,Galaxy Fold SCV44,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV44KDU1BTD1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Z Fold5 SCG22,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SCG22KDS1AWI1,,,,,,2023/12/11,,
Androidスマートフォン,Galaxy Note10+ SCV45,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV45KDU1BTB2,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Note20 Ultra 5G SCG06,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCG06KDU1ATK4,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy Note8 SCV37,Samsung,au,,,×,-,×,×,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SCV37KDU1CSJ2,,,,,,2020/7/13,,
Androidスマートフォン,Galaxy Note9 SCV40,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV40KDU1CTB3,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy S10 SCV41,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV41KDU1BTC1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy S10+ SCV42,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV42KDU1BTC1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy S20 5G SCG01,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SCG01KDU1ATE6,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/15,,
Androidスマートフォン,Galaxy S20 Ultra 5G SCG03,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　11　/　RP1A.200720.012.SCG03KDU1BTL4,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/15,,
Androidスマートフォン,Galaxy S20+ 5G SCG02,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　11　/　RP1A.200720.012.SCG02KDU1BTL3,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/15,,
Androidスマートフォン,Galaxy S21 5G SCG09,Samsung,au,,,×(楽天回線のみ○),×,〇,〇,〇,〇,nano,△,△,△,△,,Android　11　/ RP1A.200720.012.SCG09KDU1AUG1,,,,,,2021/8/27,,
Androidスマートフォン,Galaxy S21+ 5G SCG10,Samsung,au,,,×(楽天回線のみ○),×,〇,〇,〇,〇,nano,△,△,△,△,,Android　11　/ RP1A.200720.012.SCG10KDU1AUG1,,,,,,2021/8/27,,
Androidスマートフォン,Galaxy S22 SCG13,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SCG13KDU1AVC6,,,,,,2022/6/30,,
Androidスマートフォン,Galaxy S22 Ultra SCG14,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP1A.210812.016.SCG14KDU1AVC6,,,,,,2022/6/30,,
Androidスマートフォン,Galaxy S23 FE SCG24,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 14 / UP1A.231005.007.SCG24KDU1AXA3,,,,,,2024/3/7,,
Androidスマートフォン,Galaxy S23 SCG19,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SCG19KDU1AWC2,,,,,,2023/7/6,,
Androidスマートフォン,Galaxy S23 Ultra SCG20,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SCG20KDU1AWC2,,,,,,2023/7/6,,
Androidスマートフォン,Galaxy S7 edge SCV33,Samsung,au,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　R16NW.SCV33KDU1CRH2,,,,,,2020/8/3,,
Androidスマートフォン,Galaxy S8 SCV36,Samsung,au,,,×,-,×,×,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SCV36KDU1CSF4,,,,,,2020/7/13,,
Androidスマートフォン,Galaxy S8+ SCV35,Samsung,au,,,×,-,×,×,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SCV35KDU1CSF4,,,,,,2020/7/27,,
Androidスマートフォン,Galaxy S9 SCV38,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV38KDU1CTB3,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy S9+ SCV39,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SCV39KDU1CTB3,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Z Flip SCV47,Samsung,au,,,〇,-,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SCV47KDU1ATF2,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/7/27,,
Androidスマートフォン,Galaxy Z Flip 5G SCG04,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SCG04KDS1AUB1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy Z Fold2 5G SCG05,Samsung,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SCG05KDU1ATL1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy Z Fold3 5G,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / RP1A.200720.012.SCG11KDU1AUK1,,,,,,2022/1/12,,
Androidスマートフォン,Galaxy Z Fold4 SCG16,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP2A.220305.013.SCG16KDU1AVI3,,,,,,2022/12/14,,
Androidスマートフォン,Galaxy Z Flip3 5G,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / RP1A.200720.012.SCG12KDU1AUK1,,,,,,2022/1/12,,
Androidスマートフォン,Galaxy Z Flip4 SCG17,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / SP2A.220305.013.SCG17KDU1AVI3,,,,,,2022/12/14,,
Androidスマートフォン,Galaxy Z Flip5 SCG23,Samsung,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SCG23KDS1AWI1,,,,,,2023/12/11,,
Androidスマートフォン,Galaxy M23 5G,Samsung,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / SP1A.210812.016.M236QOPU1AVH1,,,,,楽天回線対応デバイスです。,2022/10/21,〇,
Androidスマートフォン,Google Pixel 4,Google,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / QQ3A.200605.001,,,,,,2020/6/22,〇,
Androidスマートフォン,Google Pixel 4 XL,Google,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / QQ3A.200605.001,,,,,,2020/6/22,〇,
Androidスマートフォン,Google Pixel 4a,Google,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / QD4A.200317.024.A1,,,,,8/20発売開始なのでWeb掲載同日希望,2020/8/4,〇,
Androidスマートフォン,Google Pixel 4a (5G),Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 11 / RQ1A.201205.011,,,,,,2021/3/9,〇,
Androidスマートフォン,Google Pixel 5,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 11 / RQ1A.201205.011,,,,,,2021/3/9,〇,
Androidスマートフォン,Google Pixel 5a (5G),Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 11 / RD2A.210605.006,楽天回線対応デバイスです。,,,,,2021/9/2,〇,
Androidスマートフォン,Google Pixel 6,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 12 / SQ1D.220105.007,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2022/1/21,〇,
Androidスマートフォン,Google Pixel 6a,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / TQ1A.230205.002,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,APN 自動設定 : 海外※／国内の「※」を削除してください。また「※nanoSIMのみ」も合わせて削除をお願い致します。,2023/2/16,〇,
Androidスマートフォン,Google Pixel 6 Pro,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / TQ1A.221205.011,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,「現在はsub6のみの対応」を削除,2022/12/21,〇,
Androidスマートフォン,Google Pixel 7,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / TQ1A.221205.011,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2022/12/21,〇,
Androidスマートフォン,Google Pixel 7a,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / TD4A.221205.042,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2023/5/11,〇,
Androidスマートフォン,Google Pixel 7 Pro,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / TQ1A.221205.011,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2022/12/21,〇,
Androidスマートフォン,Google Pixel 8,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 14 / UD1A.230803.022.C1,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2023/10/13,〇,
Androidスマートフォン,Google Pixel 8a,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 14 / UD2A.231203.054,,,,,,2024/5/10,〇,
Androidスマートフォン,Google Pixel 8 Pro,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 14 / UD1A.230803.022,※一部のPixel製品において楽天モバイルネットワークに接続しづらくなる事象について,,,,,2023/10/13,〇,
Androidスマートフォン,Google Pixel Fold,Google,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 14 / UP1A.231005.007.A1,,,,,,2023/11/16,〇,
Androidスマートフォン,Google Pixel 3,Google,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.001,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel 3a,Google,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.002,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel Fold,Google,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 /  TQ3C.230805.001.A4,,,,,,2023/10/2,,
Androidスマートフォン,Google Pixel 5,Google,au,,,〇,〇,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 11 / RQ1A.210105.003,ハードウェア及びソフトウェアは楽天回線対応ですが、ａｕ販売モデルなので本ページでは楽天回線対応と表現したくない。最低でもSIMロック解除が必要なため。,,〇,,楽天回線対応デバイスではありません,2022/5/2,×,
Androidスマートフォン,Google Pixel Fold,Google,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 /  TQ3C.230805.001.A4,,,,,,2023/10/2,,
Androidスマートフォン,Google Pixel 3,Google,ソフトバンク,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.001,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel 3 XL,Google,ソフトバンク,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.001,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel 3a,Google,ソフトバンク,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.002,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel 3a XL,Google,ソフトバンク,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 10 /  QQ3A.200605.002,,,,,,2020/6/22,,
Androidスマートフォン,Google Pixel 4,Google,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / QQ3A.200605.001,ハードウェア及びソフトウェアは楽天回線対応ですが、ソフトバンク販売モデルなので本ページでは楽天回線対応と表現したくない。最低でもSIMロック解除が必要なため。,,〇,,楽天回線対応デバイスではありません,2022/5/2,×,
Androidスマートフォン,Google Pixel 4 XL,Google,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano&eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / QQ3A.200605.001,ハードウェア及びソフトウェアは楽天回線対応ですが、ソフトバンク販売モデルなので本ページでは楽天回線対応と表現したくない。最低でもSIMロック解除が必要なため。,,〇,,楽天回線対応デバイスではありません,2022/5/2,×,
